formula,Nb,Mo,Ta,W,SFE,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
Nb4Mo13Ta22W61,4,13,22,61,0.8302,Nb4 Mo13 Ta22 W61,Nb0.02210222855288504 Mo0.07417774079597463 Ta0.23675911922905715 W0.666960911422083 ,Nb0.04Mo0.13Ta0.22W0.61,0.03021688592576925,5.658942745871897,0.005432234934442082,2.0644,1.0442866873967207,-0.00855188514134124,168.14198879999998,16813.93888,-9.36617890878927,0.0700452947704348,0.15112499999999995,5.74,5.2352,8.400400000000001,18.0,2.0,0,16.0,0,124.9902,0.30921966819150876,19.115772,-0.056521475020029216
Nb30Mo18Ta50W2,30,18,50,2,1.1824,Nb30 Mo18 Ta50 W2,Nb0.20009722894491735 Mo0.12397853502617605 Ta0.6495278611195742 W0.026396374909332457 ,Nb0.3Mo0.18Ta0.5W0.02,0.01732135319435011,7.818514007704063,-0.011505457054525128,1.2184000000000001,1.0437111531796177,-0.009101083127088166,139.295454,13929.1854,-30.333983515742073,0.0591473275976324,0.09894000000000008,5.2,3.5680000000000005,7.7265999999999995,18.0,2.0,0,16.0,0,69.47999999999999,0.41550344578794884,14.821919999999999,-0.06960077670250911
Nb9Mo57Ta28W6,9,57,28,6,1.5767,Nb9 Mo57 Ta28 W6,Nb0.06703031107417505 Mo0.438387090476351 Ta0.4061577246652311 W0.08842487378424274 ,Nb0.09Mo0.57Ta0.28W0.06,0.02158903999086742,5.301697721577192,-0.0021716380713946537,1.5612,1.0439716396088095,-0.008832443749868035,124.7545806,12474.318060000001,-18.950218361621626,0.06730490881556621,0.14832000000000006,5.630000000000001,5.066399999999999,7.3707,18.0,2.0,0,16.0,0,97.7859,0.3123116730554011,15.639362999999998,-0.052737669534977744
Nb58Mo12Ta5W25,58,12,5,25,1.2974,Nb58 Mo12 Ta5 W25,Nb0.44753374133816487 Mo0.09561658137560415 Ta0.07514078978512201 W0.38170888750110893 ,Nb0.58Mo0.12Ta0.05W0.25,0.025097775650284183,3.964273920272751,-0.020770956406912157,1.7774,1.0439920138773453,-0.00886882306774099,120.40829439999999,12040.58944,-14.079768858013281,0.07919680308843619,0.167985,5.37,6.780399999999999,7.839,18.0,2.0,0,16.0,0,77.3121,0.6511565209478813,25.561322999999994,-0.14251647116121738
Nb53Mo12Ta24W11,53,12,24,11,1.1947,Nb53 Mo12 Ta24 W11,Nb0.395813225275595 Mo0.09254433800857745 Ta0.34908696620086543 W0.1625554705149622 ,Nb0.53Mo0.12Ta0.24W0.11,0.02127898471312783,6.234677616010361,0.006760857401704008,1.4648,1.043822952859533,-0.00977913693252206,124.4054726,12440.30726,-21.59726326469637,0.0677760664691855,0.12094500000000005,5.23,4.7072,7.753500000000001,18.0,2.0,0,16.0,0,67.0659,0.5893349978538762,19.760523000000003,-0.11094320532301838
Nb35Mo6Ta17W42,35,6,17,42,1.4399,Nb35 Mo6 Ta17 W42,Nb0.22234374507491828 Mo0.03936065329264823 Ta0.21033606953692444 W0.5279595320955092 ,Nb0.35Mo0.06Ta0.17W0.42,0.030270079418436114,4.378311283014584,-0.012983631529119606,2.255,1.0440919655361858,-0.009991975445633723,146.2487726,14624.757259999998,-10.904964028275637,0.08337775506488014,0.18629999999999997,5.48,7.4112,8.1737,18.0,2.0,0,16.0,0,95.9964,0.5426973551089722,27.923568,-0.13439594893494664
Nb36Mo39Ta18W7,36,39,18,7,1.327,Nb36 Mo39 Ta18 W7,Nb0.2875806620227969 Mo0.3217184450340159 Ta0.2800513329763877 W0.11064955996679936 ,Nb0.36Mo0.39Ta0.18W0.07,0.02044974024189824,5.11912287780719,-0.014283993420636697,1.5492,1.0439219359675267,-0.010224837375964805,116.3101152,11630.231520000001,-24.450110018195605,0.07207618921806153,0.15880500000000008,5.459999999999999,5.9328,7.466,18.0,2.0,0,16.0,0,81.7218,0.4808515274495925,21.317292,-0.09884041400957311
Nb11Mo1Ta20W68,11,1,20,68,1.2236,Nb11 Mo1 Ta20 W68,Nb0.05928593250226797 Mo0.005565614805186966 Ta0.2099408380019167 W0.7252076146906284 ,Nb0.11Mo0.01Ta0.2W0.68,0.031331903290789866,4.055215046611029,0.0019245152752599204,2.0460000000000003,1.0443005145616744,-0.0072580389576871705,172.3800778,17237.98778,-7.3934261664305705,0.07581798547569858,0.16098,5.69,6.268000000000001,8.5729,18.0,2.0,0,16.0,0,123.0537,0.3641156007277138,21.230307000000003,-0.08137691358514107
Nb13Mo33Ta12W42,13,33,12,42,0.8031,Nb13 Mo33 Ta12 W42,Nb0.08465892391296158 Mo0.2219205433444147 Ta0.15220138285905946 W0.5412191498835642 ,Nb0.13Mo0.33Ta0.12W0.42,0.025947822637952644,6.802160414822263,0.006182043884016755,1.9356,1.0442268952823985,-0.010391412832930928,142.671175,14266.4575,-15.4337960688868,0.06642971479205659,0.14903999999999998,5.75,4.98,7.944700000000001,18.0,2.0,0,16.0,0,115.5855,0.3509334017465631,21.427515000000003,-0.07258051766214386
Nb22Mo35Ta28W15,22,35,28,15,1.4219,Nb22 Mo35 Ta28 W15,Nb0.15453979254922565 Mo0.25388664931546473 Ta0.38307484639513695 W0.2084987117401726 ,Nb0.22Mo0.35Ta0.28W0.15,0.02473673192076901,5.713541753167064,-0.01149054047294837,1.9132000000000002,1.0439535491334546,-0.011153598742466691,132.26681,13225.981000000002,-18.227637012347305,0.0745894164842501,0.16912500000000005,5.5,6.04,7.655400000000001,18.0,2.0,0,16.0,0,90.95100000000001,0.43452645929955513,21.87942,-0.08885128804261265
Nb40Mo19Ta39W2,40,19,39,2,1.1828,Nb40 Mo19 Ta39 W2,Nb0.28666486247852063 Mo0.1406119556099366 Ta0.5443610455770675 W0.028362136334475218 ,Nb0.4Mo0.19Ta0.39W0.02,0.016945445227570195,7.457027928619573,-0.0036980260384271977,1.2178000000000002,1.0437401517718143,-0.009374226327580584,129.64142520000001,12963.76252,-32.64596168953921,0.06006602913355049,0.10248000000000008,5.21,3.7804,7.6608,18.0,2.0,0,16.0,0,66.8313,0.4612555267038378,16.035987000000002,-0.07937623222648553
Nb16Mo36Ta29W19,16,36,29,19,1.8236,Nb16 Mo36 Ta29 W19,Nb0.10865615324892115 Mo0.2524590939941731 Ta0.3835661748963543 W0.2553185778605514 ,Nb0.16Mo0.36Ta0.29W0.19,0.026047014801380993,5.822079600594978,-0.007953073526630956,2.0174000000000003,1.0439920138773453,-0.011103596219198823,136.815106,13680.7906,-16.366195952647402,0.0745291228428928,0.17158500000000004,5.550000000000001,5.986,7.7063999999999995,18.0,2.0,0,16.0,0,96.66749999999999,0.4036741695353647,21.583035,-0.08051092894844321
Nb65Mo13Ta5W17,65,13,5,17,1.2281,Nb65 Mo13 Ta5 W17,Nb0.5336543357959397 Mo0.11021589039689729 Ta0.07995113816981335 W0.2761786356373496 ,Nb0.65Mo0.13Ta0.05W0.17,0.022383155534067493,4.128356474668639,-0.02576490629951798,1.4994,1.0439241921471771,-0.008282879700109371,113.164141,11316.154100000002,-16.532507512895528,0.07438269134718635,0.14716500000000005,5.300000000000001,5.932000000000001,7.7251,18.0,2.0,0,16.0,0,68.85300000000001,0.6703635967282704,22.244220000000006,-0.13694498517273287
Nb13Mo7Ta7W73,13,7,7,73,0.8372,Nb13 Mo7 Ta7 W73,Nb0.07290593677541421 Mo0.04053888111686084 Ta0.0764584594086721 W0.8100967226990529 ,Nb0.13Mo0.07Ta0.07W0.73,0.025657730825986887,5.256908722157269,0.004848373976293388,1.5586000000000002,1.0444045666003652,-0.007210432535272353,165.664581,16566.3181,-10.952791701106277,0.0640538801544909,0.12556499999999998,5.8,4.784000000000001,8.525500000000001,18.0,2.0,0,16.0,0,129.474,0.3255219254245258,18.40164,-0.06891340147217191
Nb1Mo70Ta25W4,1,70,25,4,0.7429,Nb1 Mo70 Ta25 W4,Nb0.007698724036466814 Mo0.5565074312883984 Ta0.3748579465435293 W0.06093589813160556 ,Nb0.01Mo0.7Ta0.25W0.04,0.020016462677162034,4.895945745116701,0.00564545712653445,1.2982,1.0440192166741113,-0.006410532861903546,120.69163379999999,12067.76338,-15.99998106170038,0.05962847939999447,0.12120000000000009,5.739999999999999,3.9608,7.230700000000001,18.0,2.0,0,16.0,0,104.7222,0.2238032875149086,10.805171999999999,-0.025425584884993187
Nb69Mo3Ta21W7,69,3,21,7,1.0888,Nb69 Mo3 Ta21 W7,Nb0.5439508668950949 Mo0.0244222691281619 Ta0.3224317778268961 W0.10919508614984709 ,Nb0.69Mo0.03Ta0.21W0.07,0.016773455901828698,8.273802385239085,0.008963559486159128,0.9521999999999998,1.043753552133332,-0.007275705335136435,117.852057,11785.145700000001,-25.86008805860807,0.05159909890099093,0.06376500000000002,5.1,2.58,7.7519,18.0,2.0,0,16.0,0,54.458999999999996,0.5905077383718621,13.3371,-0.09311723468139395
Nb28Mo10Ta39W23,28,10,39,23,1.2983,Nb28 Mo10 Ta39 W23,Nb0.1752234327268205 Mo0.0646231804832962 Ta0.4753425815979602 W0.28481080519192303 ,Nb0.28Mo0.1Ta0.39W0.23,0.028037483258618285,5.6921566684859854,-0.0039439104306949815,2.0686,1.0438881283474255,-0.010741203311969108,148.4626596,14846.06596,-13.663906531488317,0.07790884910520217,0.15922500000000006,5.33,6.024400000000001,8.0076,18.0,2.0,0,16.0,0,84.0429,0.5178344221155153,23.298483000000004,-0.11267593055503292
Nb23Mo1Ta74W2,23,1,74,2,1.0347,Nb23 Mo1 Ta74 W2,Nb0.1336313473162305 Mo0.005999771168202336 Ta0.8373753870072845 W0.022993494508282624 ,Nb0.23Mo0.01Ta0.74W0.02,0.011517925188711364,23.60980134472629,0.025437853233812188,0.5796000000000001,1.0435823640407513,-0.00569621574671184,159.9062986,15990.60986,-42.93761556523269,0.029485997087314014,0.020400000000000005,5.03,0.7648,7.9813,18.0,2.0,0,16.0,0,63.651900000000005,0.2993874405198807,7.626123,-0.035655833811814794
Nb18Mo4Ta56W22,18,4,56,22,1.2462,Nb18 Mo4 Ta56 W22,Nb0.10301541981341393 Mo0.023639805473229986 Ta0.6242028098385145 W0.2491419648748416 ,Nb0.18Mo0.04Ta0.56W0.22,0.028409296591735824,5.571886013317646,-0.01598957070062346,1.9488000000000003,1.0438139823066284,-0.009105702384063226,162.33716120000003,16233.63612,-11.282166114936322,0.07550019091585135,0.14118000000000003,5.260000000000001,5.3376,8.1294,18.0,2.0,0,16.0,0,83.49180000000001,0.48042311802336474,20.056452,-0.09728914766318451
Nb29Mo4Ta52W15,29,4,52,15,1.1937,Nb29 Mo4 Ta52 W15,Nb0.1767331286674091 Mo0.02517295124827028 Ta0.61720760998887 W0.18088631009545061 ,Nb0.29Mo0.04Ta0.52W0.15,0.024497956013404498,6.8831853926099535,-0.01310948214822512,1.6248,1.043760256203109,-0.009248064240260494,152.4501478,15244.93478,-15.409591884788886,0.06762091215485139,0.11146500000000001,5.1899999999999995,4.2704,8.0151,18.0,2.0,0,16.0,0,74.1567,0.5059601484604288,18.420387,-0.09684319794672276
Nb46Mo25Ta25W4,46,25,25,4,1.2346,Nb46 Mo25 Ta25 W4,Nb0.35819325787886735 Mo0.20102670747048132 Ta0.379146930791784 W0.06163310385886727 ,Nb0.46Mo0.25Ta0.25W0.04,0.018458459321090862,5.946188167785119,0.0061711074762822934,1.3522000000000003,1.0438162245101281,-0.009803082767205096,119.3175048,11931.25048,-28.772113962608742,0.06690766760323837,0.1293000000000001,5.290000000000001,4.8788,7.568200000000001,18.0,2.0,0,16.0,0,69.47370000000001,0.5163607962854124,18.882627,-0.09765082762471533
Nb11Mo37Ta28W24,11,37,28,24,1.9292,Nb11 Mo37 Ta28 W24,Nb0.07273575724312596 Mo0.25264527419626237 Ta0.360596304339792 W0.31402266422081965 ,Nb0.11Mo0.37Ta0.28W0.24,0.02701255541327349,5.999133241790191,-0.0037126941095698496,2.0844,1.04404418990521,-0.010888113304751921,140.5119082,14050.45082,-14.921802585730232,0.07333567579737353,0.17010000000000006,5.609999999999999,5.7752,7.7601,18.0,2.0,0,16.0,0,102.9153,0.3716527518175826,21.051987,-0.07101858771696634
Nb62Mo11Ta16W11,62,11,16,11,1.1863,Nb62 Mo11 Ta16 W11,Nb0.490942147053925 Mo0.0899467526883565 Ta0.24675534651342562 W0.1723557537442929 ,Nb0.62Mo0.11Ta0.16W0.11,0.02045892823427317,5.666353496792343,0.012396832270070596,1.3467999999999998,1.0438364173887276,-0.00893917714695847,117.3316164,11732.94164,-21.356583885221625,0.06712407325124503,0.11764500000000006,5.220000000000001,4.664,7.718600000000001,18.0,2.0,0,16.0,0,63.78660000000001,0.628322694235844,19.080107999999996,-0.11745752242682264
Nb19Mo38Ta37W6,19,38,37,6,1.3476,Nb19 Mo38 Ta37 W6,Nb0.1336372296636398 Mo0.27600162257811794 Ta0.5068547814523912 W0.08350636630585102 ,Nb0.19Mo0.38Ta0.37W0.06,0.02210014858019658,5.61457421984038,-0.002284179177087895,1.6773999999999998,1.0438656264055972,-0.010142238984180535,132.0981278,13209.052780000002,-20.765550687474974,0.07167998020999128,0.1563000000000001,5.44,5.5312,7.5609,18.0,2.0,0,16.0,0,85.71119999999999,0.3982757989113671,18.512591999999998,-0.07634057178958384
Nb67Mo8Ta9W16,67,8,9,16,1.1885,Nb67 Mo8 Ta9 W16,Nb0.538367920015017 Mo0.06638172492292954 Ta0.1408493479778056 W0.2544010070842478 ,Nb0.67Mo0.08Ta0.09W0.16,0.022182772129446162,4.585268604047564,0.01723091558296251,1.4309999999999998,1.043883625627576,-0.008150267410790004,115.62378380000001,11562.21838,-16.563046543004805,0.0713509883583753,0.12960000000000002,5.24,5.264,7.770500000000001,18.0,2.0,0,16.0,0,65.0292,0.6798435765671039,20.494512,-0.1351823959570561
Nb6Mo44Ta31W19,6,44,31,19,1.432,Nb6 Mo44 Ta31 W19,Nb0.040157953683605134 Mo0.3041075316209417 Ta0.404101049733762 W0.25163346496169114 ,Nb0.06Mo0.44Ta0.31W0.19,0.026049132251469077,5.909235014514657,-0.0022678537917323926,1.9758,1.0440237546028666,-0.010048647422023035,138.8202256,13881.14256,-14.80884157387318,0.07097039023326425,0.16294500000000003,5.630000000000001,5.3756,7.657,18.0,2.0,0,16.0,0,103.55789999999999,0.3302697078140895,18.470762999999998,-0.054288580558454216
Nb33Mo24Ta3W40,33,24,3,40,1.8969,Nb33 Mo24 Ta3 W40,Nb0.23112931590786967 Mo0.17358272875007774 Ta0.04092326815189392 W0.5543646871901587 ,Nb0.33Mo0.24Ta0.03W0.4,0.02570708577589221,4.722641437461379,-0.0015612567673946277,1.9398,1.0441879104205156,-0.009811181969950341,132.6539418,13264.91418,-14.846211301526692,0.07521797608012427,0.17423999999999998,5.640000000000001,6.604800000000001,7.937900000000001,18.0,2.0,0,16.0,0,103.41720000000001,0.4826640648571836,26.685072,-0.10930360079298349
Nb8Mo32Ta40W20,8,32,40,20,1.6456,Nb8 Mo32 Ta40 W20,Nb0.05046501266280652 Mo0.2084512738466253 Ta0.4914375662633715 W0.24964614722719666 ,Nb0.08Mo0.32Ta0.4W0.2,0.027660352461152084,5.6373397686637094,-0.010108950059356463,2.1184000000000003,1.0439580699906637,-0.010434744576355398,147.28686240000002,14728.04624,-13.638493567504993,0.07576734767137734,0.17376000000000008,5.5200000000000005,5.926400000000001,7.808000000000001,18.0,2.0,0,16.0,0,98.1216,0.373566391856979,20.011968000000003,-0.06576021156580951
Nb6Mo80Ta7W7,6,80,7,7,0.9412,Nb6 Mo80 Ta7 W7,Nb0.05168091508255051 Mo0.7115789741630081 Ta0.11743159107145061 W0.11930851968299093 ,Nb0.06Mo0.8Ta0.07W0.07,0.015144419722672652,6.987600282630884,0.014802972052228119,0.8430000000000001,1.0441330203357304,-0.005982886503037925,107.87753439999997,10786.153439999998,-26.085879833061373,0.04568014971179339,0.07762500000000003,5.869999999999999,2.5436,7.100199999999999,18.0,2.0,0,16.0,0,110.40509999999998,0.22026540908907305,9.511803,-0.02975913196263263
Nb31Mo15Ta4W50,31,15,4,50,1.8706,Nb31 Mo15 Ta4 W50,Nb0.20232525078188854 Mo0.10109596640160452 Ta0.05084594759758618 W0.6457328352189207 ,Nb0.31Mo0.15Ta0.04W0.5,0.02714425201959595,4.513382496596233,-0.0008552274590511977,1.9868000000000001,1.044236080810124,-0.009336317252603843,142.352893,14234.989300000001,-12.671261193219058,0.07641196013289041,0.174,5.65,6.756,8.143699999999999,18.0,2.0,0,16.0,0,108.2325,0.47342502872826575,26.695755,-0.11151464688755583
Nb33Mo1Ta52W14,33,1,52,14,1.1577,Nb33 Mo1 Ta52 W14,Nb0.20243847627045786 Mo0.0063348056507179515 Ta0.6212843646121593 W0.16994235346666497 ,Nb0.33Mo0.01Ta0.52W0.14,0.023407670791359674,7.304323414356061,-0.013109819752588323,1.4908000000000001,1.043737919385811,-0.008540206737466638,151.449203,15144.9003,-15.586621250375668,0.06359767610670622,0.09456,5.15,3.7,8.0243,18.0,2.0,0,16.0,0,70.6515,0.5171799780965637,17.386275,-0.09573094605275195
Nb29Mo4Ta42W25,29,4,42,25,1.2889,Nb29 Mo4 Ta42 W25,Nb0.17639848270979963 Mo0.025125286011764527 Ta0.49756989786674677 W0.300906333411689 ,Nb0.29Mo0.04Ta0.42W0.25,0.028737718080402097,5.460715267470068,-0.0061039578982499424,2.0608,1.0438723739291127,-0.009965679401043889,152.7393598,15273.85598,-12.067084438293431,0.07793113293829493,0.151665,5.29,5.8744,8.0951,18.0,2.0,0,16.0,0,82.5897,0.5353997626130089,23.103147,-0.1186257893651832
Nb11Mo35Ta14W40,11,35,14,40,0.7831,Nb11 Mo35 Ta14 W40,Nb0.07163305311398914 Mo0.23536560435791204 Ta0.17756475769640587 W0.515436584831693 ,Nb0.11Mo0.35Ta0.14W0.4,0.02609648580621293,6.94238966638149,0.006178579907183631,1.9508,1.0442131260112262,-0.010409211777411644,142.67440499999998,14266.7405,-15.284589785528464,0.06611760277053222,0.14849999999999997,5.75,4.880000000000001,7.9137,18.0,2.0,0,16.0,0,115.46549999999999,0.33979039217315166,20.819355,-0.06801409779006574
Nb28Mo51Ta20W1,28,51,20,1,1.4099,Nb28 Mo51 Ta20 W1,Nb0.23026926383117396 Mo0.43311407053380907 Ta0.32034348617094516 W0.016273179464071797 ,Nb0.28Mo0.51Ta0.2W0.01,0.018241295207072048,4.6530717000018305,-0.009959172118372125,1.358,1.0439174244858673,-0.008877484640172633,112.9813624,11297.11624,-26.679555274821706,0.06911129980515578,0.15124500000000013,5.52,5.6128,7.306800000000001,18.0,2.0,0,16.0,0,84.81360000000001,0.4111329686323542,18.421848,-0.08505081931927401
Nb13Mo43Ta14W30,13,43,14,30,0.8363,Nb13 Mo43 Ta14 W30,Nb0.09025649606990928 Mo0.30828880064883607 Ta0.18930893549556 W0.41214576778569467 ,Nb0.13Mo0.43Ta0.14W0.3,0.02478316964047125,6.7104684438403295,0.0047924293187633586,1.8692000000000002,1.0441581569191356,-0.010513747045445889,133.8253326,13381.67326,-17.1176374836533,0.06627723032902416,0.14976,5.73,4.969600000000001,7.7207,18.0,2.0,0,16.0,0,110.1789,0.3505972707309209,20.630043,-0.0690256183205432
Nb2Mo65Ta6W27,2,65,6,27,1.5298,Nb2 Mo65 Ta6 W27,Nb0.014899253276650823 Mo0.5000368831425903 Ta0.08705499968870879 W0.39800886389205004 ,Nb0.02Mo0.65Ta0.06W0.27,0.018270627706649296,13.34552795836693,0.018207611418267454,1.1956,1.0442498681320553,-0.0073210921941795504,124.7258004,12471.28004,-21.931530464433695,0.040193393552907054,0.07372499999999993,5.92,1.7184000000000001,7.473400000000001,18.0,2.0,0,16.0,0,121.44959999999999,0.20130162804568547,11.412408000000001,-0.023960245899240375
Nb7Mo5Ta66W22,7,5,66,22,1.2699,Nb7 Mo5 Ta66 W22,Nb0.03799389147617201 Mo0.028024631956107268 Ta0.697698250689387 W0.23628322587833378 ,Nb0.07Mo0.05Ta0.66W0.22,0.0290564198275808,4.912775558229255,-0.02307469658269058,1.9236,1.0437960551035792,-0.007842455780333213,171.1718474,17117.08474,-9.288976728532907,0.07586894188545541,0.14400000000000002,5.2700000000000005,5.3024000000000004,8.174900000000001,18.0,2.0,0,16.0,0,87.39510000000001,0.42707706536896417,17.703963,-0.07404914961542373
Nb27Mo27Ta39W7,27,27,39,7,1.2982,Nb27 Mo27 Ta39 W7,Nb0.18660479951006984 Mo0.19269790153266222 Ta0.524966527593857 W0.09573077136341092 ,Nb0.27Mo0.27Ta0.39W0.07,0.021821281594005253,6.149648932527798,-0.0037473744646382813,1.6338000000000004,1.043820709786522,-0.010479094682509852,134.4323958,13442.69958,-22.007122299796325,0.07056859609069327,0.1444050000000001,5.34,5.2248,7.6673,18.0,2.0,0,16.0,0,78.8742,0.44936815272329267,19.147212000000003,-0.08664224333672568
Nb56Mo5Ta19W20,56,5,19,20,1.2402,Nb56 Mo5 Ta19 W20,Nb0.4065522177508682 Mo0.037484566040546 Ta0.26865187074709 W0.28731134546149584 ,Nb0.56Mo0.05Ta0.19W0.2,0.024815270402118474,5.115308336148924,0.010143294556628607,1.6978000000000002,1.043883625627576,-0.009244432068018163,127.97367,12797.267,-15.012126371582218,0.07404472701355003,0.13650000000000004,5.250000000000001,5.510000000000001,7.8992,18.0,2.0,0,16.0,0,70.4205,0.6469270871884769,22.476555000000005,-0.13512537128017793
Nb54Mo2Ta30W14,54,2,30,14,1.1623,Nb54 Mo2 Ta30 W14,Nb0.3797544906166116 Mo0.014524237086742876 Ta0.41090211217378037 W0.19481916012286507 ,Nb0.54Mo0.02Ta0.3W0.14,0.022339850731161306,6.676774229322026,0.0024746704393185624,1.4392000000000005,1.0437915761964778,-0.008708321518307659,132.1106092,13211.02092,-17.44913574615402,0.06451021409459406,0.09870000000000002,5.16,3.9744000000000006,7.900200000000001,18.0,2.0,0,16.0,0,64.5708,0.6095017066235279,18.563232000000006,-0.11359453794261615
Nb54Mo12Ta29W5,54,12,29,5,1.1434,Nb54 Mo12 Ta29 W5,Nb0.4067271900280863 Mo0.0933350722673599 Ta0.42541755284235067 W0.07452018486220313 ,Nb0.54Mo0.12Ta0.29W0.05,0.01743497589996459,7.688891942257476,0.003332416701081997,1.1662,1.0437580212249518,-0.009111664419805352,123.3515304,12334.91304,-29.974711625715333,0.05856166687368442,0.09178500000000005,5.17,3.5212,7.700200000000001,18.0,2.0,0,16.0,0,61.6941,0.5373768829875729,16.167123,-0.09029654249258641
Nb32Mo43Ta18W7,32,43,18,7,1.3805,Nb32 Mo43 Ta18 W7,Nb0.25536082270562527 Mo0.35434549987519715 Ta0.2797594440855063 W0.11053423333367117 ,Nb0.32Mo0.43Ta0.18W0.07,0.02053566085878288,5.108948580262473,-0.011428710014284207,1.5556,1.043939993601633,-0.010162518302343595,116.43226,11642.366000000002,-24.098165009282237,0.07170589423406318,0.1597650000000001,5.5,5.920000000000001,7.436000000000001,18.0,2.0,0,16.0,0,84.85499999999999,0.45680190271959453,20.99334,-0.09411789487634763
Nb52Mo13Ta23W12,52,13,23,12,1.2194,Nb52 Mo13 Ta23 W12,Nb0.3881601573745245 Mo0.10020863340739322 Ta0.33438239827263394 W0.1772488109454483 ,Nb0.52Mo0.13Ta0.23W0.12,0.021867661099599495,5.999848503918784,0.007450893952268301,1.5266,1.0438386624926652,-0.009957907002160172,124.46493000000001,12446.233,-20.823963635726432,0.06955597825546324,0.12834000000000007,5.25,4.99,7.754,18.0,2.0,0,16.0,0,68.6925,0.591035289282679,20.552715,-0.11382768233070766
Nb42Mo50Ta6W2,42,50,6,2,1.3823,Nb42 Mo50 Ta6 W2,Nb0.3843479783674049 Mo0.472497473423923 Ta0.10693860678100715 W0.036215941427664794 ,Nb0.42Mo0.5Ta0.06W0.02,0.016421834615471385,3.852402513750837,-0.009958452472762067,1.1896,1.0439535491334553,-0.007964553699235629,101.5343524,10152.43524,-29.533716160059342,0.06949741723765186,0.15270000000000014,5.52,5.942399999999999,7.253399999999999,18.0,2.0,0,16.0,0,80.8176,0.48147710323922555,20.093087999999998,-0.10081224755106238
Nb17Mo1Ta18W64,17,1,18,64,1.7657,Nb17 Mo1 Ta18 W64,Nb0.09458571996957056 Mo0.00574553967748191 Ta0.19505501390173272 W0.7046137264512149 ,Nb0.17Mo0.01Ta0.18W0.64,0.0313740714742096,3.985034327200893,-0.0009023171159933507,2.1268000000000002,1.0442682681054827,-0.007828228175722568,166.981903,16698.170299999998,-7.952830250153567,0.07868980803034846,0.17106000000000002,5.65,6.784000000000001,8.5091,18.0,2.0,0,16.0,0,117.80850000000001,0.40924916468220035,23.695275000000002,-0.09886379502939704
