formula,Nb,Mo,Ta,W,C11,C12,C44,a,b,c,G,B,E,v,Pugh,Zener
Nb17Mo26Ta32W25,17,26,32,25,408.099,168.628,87.283,64.824,64.822,64.823,99.08,248.452,262.364,0.324,2.508,0.729
Nb15Mo31Ta21W33,15,31,21,33,447.752,180.41,101.801,64.464,64.463,64.464,113.541,269.524,298.682,0.315,2.374,0.762
Nb31Mo20Ta19W30,31,20,19,30,398.35,166.611,78.906,64.89,64.884,64.884,92.07,243.857,245.334,0.332,2.649,0.681
Nb33Mo16Ta34W17,33,16,34,17,346.96,153.928,63.194,65.382,65.384,65.385,74.921,218.272,201.688,0.346,2.913,0.655
Nb16Mo19Ta34W31,16,19,34,31,406.543,168.957,88.26,64.866,64.863,64.862,99.423,248.152,263.129,0.323,2.496,0.743
Nb24Mo31Ta35W10,24,31,35,10,373.855,158.925,72.579,65.102,65.097,65.102,84.972,230.569,227.027,0.336,2.713,0.675
Nb19Mo33Ta27W21,19,33,27,21,415.459,170.328,88.177,64.724,64.727,64.727,100.628,252.038,266.427,0.324,2.505,0.719
Nb34Mo16Ta32W18,34,16,32,18,349.367,154.434,63.386,65.348,65.356,65.359,75.356,219.412,202.846,0.346,2.912,0.65
Nb34Mo12Ta33W21,34,12,33,21,347.146,154.779,63.648,65.389,65.397,65.395,75.135,218.901,202.263,0.346,2.913,0.662
Nb31Mo32Ta20W17,31,32,20,17,393.365,164.399,75.607,64.882,64.88,64.879,89.325,240.721,238.476,0.335,2.695,0.66
Nb22Mo35Ta30W13,22,35,30,13,395.334,164.471,79.894,64.894,64.891,64.89,92.612,241.426,246.337,0.33,2.607,0.692
Nb21Mo17Ta31W31,21,17,31,31,397.761,166.878,83.612,64.934,64.936,64.932,95.161,243.839,252.619,0.327,2.562,0.724
Nb28Mo15Ta30W27,28,15,30,27,376.55,161.489,74.313,65.116,65.12,65.118,86.195,233.176,230.218,0.335,2.705,0.691
Nb33Mo11Ta28W28,33,11,28,28,365.529,159.197,69.548,65.221,65.22,65.221,81.483,227.974,218.426,0.34,2.798,0.674
Nb16Mo26Ta33W25,16,26,33,25,408.687,168.844,87.909,64.822,64.819,64.821,99.566,248.792,263.542,0.323,2.499,0.733
Nb29Mo12Ta29W30,29,12,29,30,377.016,162.058,74.694,65.127,65.129,65.127,86.441,233.711,230.861,0.335,2.704,0.695
Nb16Mo21Ta32W31,16,21,32,31,412.409,170.287,89.824,64.803,64.804,64.807,101.241,250.994,267.725,0.322,2.479,0.742
Nb25Mo17Ta35W23,25,17,35,23,371.743,160.224,73.92,65.173,65.165,65.165,85.348,230.73,227.94,0.335,2.703,0.699
Nb16Mo19Ta35W30,16,19,35,30,403.555,168.112,87.241,64.888,64.895,64.891,98.377,246.593,260.491,0.324,2.507,0.741
Nb30Mo9Ta27W34,30,9,27,34,379.647,163.3,75.609,65.108,65.11,65.109,87.297,235.416,233.082,0.335,2.697,0.699
Nb32Mo11Ta27W30,32,11,27,30,372.204,160.918,71.911,65.161,65.159,65.164,83.922,231.347,224.606,0.338,2.757,0.681
Nb19Mo26Ta26W29,19,26,26,29,419.096,171.802,90.222,64.723,64.716,64.718,102.376,254.233,270.782,0.322,2.483,0.73
Nb18Mo19Ta30W33,18,19,30,33,411.877,170.29,89.081,64.813,64.815,64.81,100.65,250.819,266.326,0.323,2.492,0.737
Nb34Mo18Ta35W13,34,18,35,13,340.124,151.814,60.27,65.438,65.439,65.439,72.115,214.584,194.55,0.349,2.976,0.64
Nb11Mo35Ta35W19,11,35,35,19,421.027,171.998,93.298,64.708,64.707,64.707,104.741,255.007,276.382,0.319,2.435,0.749
Nb29Mo24Ta19W28,29,24,19,28,404.244,167.945,81.185,64.822,64.819,64.82,94.384,246.712,251.128,0.33,2.614,0.687
Nb35Mo8Ta32W25,35,8,32,25,347.199,155.755,64.165,65.403,65.4,65.402,75.35,219.57,202.845,0.346,2.914,0.67
Nb27Mo14Ta33W26,27,14,33,26,371.204,160.48,73.451,65.175,65.182,65.174,84.896,230.721,226.862,0.336,2.718,0.697
Nb11Mo26Ta30W33,11,26,30,33,437.501,177.324,100.018,64.596,64.593,64.594,111.127,264.05,292.367,0.315,2.376,0.769
Nb31Mo15Ta24W30,31,15,24,30,383.972,163.208,75.151,65.031,65.043,65.04,87.696,236.796,234.18,0.335,2.7,0.681
Nb6Mo31Ta31W32,6,31,31,32,454.853,182.445,107.82,64.461,64.462,64.462,118.4,273.248,310.37,0.311,2.308,0.792
Nb23Mo35Ta30W12,23,35,30,12,391.758,163.483,78.28,64.924,64.92,64.917,91.077,239.575,242.501,0.331,2.63,0.686
Nb7Mo33Ta32W28,7,33,32,28,447.249,179.975,104.466,64.512,64.516,64.511,115.297,269.066,302.66,0.313,2.334,0.782
Nb32Mo23Ta33W12,32,23,33,12,352.274,153.991,63.783,65.307,65.307,65.303,76.162,220.085,204.854,0.345,2.89,0.643
Nb15Mo31Ta30W24,15,31,30,24,421.513,172.269,92.164,64.699,64.695,64.697,104.015,255.351,274.74,0.321,2.455,0.74
Nb16Mo29Ta30W25,16,29,30,25,417.552,171.092,90.692,64.731,64.733,64.734,102.555,253.245,271.072,0.322,2.469,0.736
Nb24Mo32Ta18W26,24,32,18,26,422.943,173.038,88.826,64.633,64.631,64.636,101.859,256.339,269.836,0.325,2.517,0.711
Nb17Mo28Ta22W33,17,28,22,33,437.893,177.375,97.618,64.554,64.55,64.552,109.584,264.214,288.821,0.318,2.411,0.749
Nb33Mo33Ta6W28,33,33,6,28,424.675,174.823,85.601,64.564,64.563,64.567,99.632,258.107,264.82,0.329,2.591,0.685
Nb32Mo29Ta14W25,32,29,14,25,407.063,168.936,80.258,64.76,64.756,64.754,94.035,248.312,250.485,0.332,2.641,0.674
Nb10Mo32Ta23W35,10,32,23,35,461.85,184.717,109.029,64.373,64.368,64.373,120.018,277.094,314.629,0.311,2.309,0.787
Nb33Mo19Ta24W24,33,19,24,24,376.618,160.695,71.354,65.087,65.085,65.085,84.274,232.669,225.586,0.338,2.761,0.661
Nb16Mo26Ta23W35,16,26,23,35,439.169,177.856,98.757,64.557,64.553,64.557,110.481,264.96,290.997,0.317,2.398,0.756
Nb33Mo6Ta32W29,33,6,32,29,354.473,157.962,67.617,65.347,65.35,65.348,78.562,223.465,210.965,0.343,2.844,0.688
Nb35Mo23Ta32W10,35,23,32,10,344.626,151.743,60.022,65.372,65.365,65.362,72.646,216.037,195.971,0.349,2.974,0.622
Nb16Mo29Ta31W24,16,29,31,24,414.887,170.381,89.815,64.757,64.757,64.76,101.635,251.883,268.757,0.322,2.478,0.735
Nb31Mo9Ta26W34,31,9,26,34,379.241,163.048,74.991,65.105,65.116,65.11,86.846,235.112,231.977,0.336,2.707,0.694
Nb30Mo24Ta19W27,30,24,19,27,400.629,166.917,79.527,64.851,64.847,64.848,92.818,244.821,247.213,0.332,2.638,0.681
Nb27Mo26Ta33W14,27,26,33,14,369.277,158.184,70.604,65.149,65.143,65.15,82.981,228.549,222.067,0.338,2.754,0.669
Nb22Mo17Ta29W32,22,17,29,32,400.77,167.633,84.148,64.908,64.908,64.907,95.899,245.345,254.533,0.327,2.558,0.722
Nb27Mo31Ta20W22,27,31,20,22,407.31,168.41,82.274,64.771,64.772,64.774,95.559,248.044,254.052,0.329,2.596,0.689
Nb21Mo21Ta26W32,21,21,26,32,412.519,170.361,87.774,64.787,64.786,64.788,99.86,251.081,264.514,0.324,2.514,0.725
Nb23Mo20Ta24W33,23,20,24,33,411.646,170.239,86.851,64.794,64.796,64.79,99.109,250.708,262.708,0.325,2.53,0.72
Nb34Mo19Ta23W24,34,19,23,24,375.958,160.388,70.523,65.082,65.087,65.085,83.634,232.245,224.012,0.339,2.777,0.654
Nb26Mo32Ta14W28,26,32,14,28,427.019,174.646,89.622,64.586,64.586,64.585,102.81,258.77,272.359,0.325,2.517,0.71
Nb31Mo7Ta30W32,31,7,30,32,367.803,160.811,72.09,65.223,65.228,65.232,83.351,229.808,223.082,0.338,2.757,0.697
Nb25Mo25Ta21W29,25,25,21,29,412.475,170.173,85.587,64.758,64.762,64.76,98.393,250.94,261.059,0.327,2.55,0.706
Nb26Mo33Ta15W26,26,33,15,26,424.48,173.663,88.568,64.608,64.608,64.605,101.833,257.268,269.888,0.325,2.526,0.706
Nb23Mo28Ta28W21,23,28,28,21,398.415,165.827,81.31,64.885,64.881,64.882,93.868,243.356,249.522,0.329,2.593,0.699
Nb33Mo13Ta34W20,33,13,34,20,349.102,155.885,64.164,65.369,65.361,65.371,75.631,220.291,203.594,0.346,2.913,0.664
Nb30Mo13Ta29W28,30,13,29,28,373.224,160.817,72.867,65.153,65.157,65.154,84.766,231.62,226.649,0.337,2.732,0.686
Nb13Mo28Ta25W34,13,28,25,34,444.464,179.27,101.554,64.516,64.514,64.516,113.009,267.668,297.201,0.315,2.369,0.766
Nb19Mo16Ta31W34,19,16,31,34,405.044,168.863,87.018,64.875,64.882,64.878,98.35,247.59,260.551,0.325,2.517,0.737
Nb25Mo23Ta33W19,25,23,33,19,376.947,160.527,74.398,65.093,65.097,65.096,86.474,232.667,230.825,0.335,2.691,0.688
Nb21Mo10Ta35W34,21,10,35,34,386.882,165.538,81.868,65.065,65.066,65.061,92.385,239.32,245.558,0.329,2.59,0.74
Nb32Mo19Ta16W33,32,19,16,33,403.66,168.207,80.343,64.837,64.835,64.838,93.665,246.692,249.426,0.331,2.634,0.682
Nb27Mo19Ta32W22,27,19,32,22,373.594,160.062,73.065,65.136,65.135,65.135,85.084,231.239,227.367,0.336,2.718,0.684
Nb29Mo30Ta10W31,29,30,10,31,428.19,175.409,88.953,64.569,64.568,64.569,102.418,259.67,271.553,0.326,2.535,0.704
Nb27Mo17Ta25W31,27,17,25,31,394.906,166.007,80.078,64.942,64.947,64.942,92.419,242.306,245.982,0.331,2.622,0.7
Nb31Mo18Ta34W17,31,18,34,17,355.015,156.153,65.791,65.306,65.307,65.286,77.667,222.44,208.71,0.344,2.864,0.662
Nb26Mo19Ta24W31,26,19,24,31,401.06,167.435,82.209,64.885,64.884,64.881,94.655,245.31,251.604,0.329,2.592,0.704
Nb27Mo29Ta21W23,27,29,21,23,405.611,168.435,81.786,64.794,64.788,64.795,94.942,247.494,252.533,0.33,2.607,0.69
Nb24Mo27Ta20W29,24,27,20,29,418.728,171.95,87.964,64.699,64.695,64.701,100.755,254.209,266.992,0.325,2.523,0.713
Nb35Mo25Ta17W23,35,25,17,23,389.245,163.686,73.383,64.931,64.931,64.929,87.222,238.872,233.274,0.337,2.739,0.651
Nb21Mo17Ta27W35,21,17,27,35,410.412,170.197,87.786,64.825,64.825,64.823,99.545,250.269,263.676,0.324,2.514,0.731
Nb30Mo26Ta23W21,30,26,23,21,388.807,163.455,75.578,64.953,64.953,64.955,88.729,238.572,236.828,0.335,2.689,0.671
Nb35Mo25Ta35W5,35,25,35,5,335.83,149.355,56.992,65.453,65.445,65.449,69.488,211.513,187.889,0.352,3.044,0.611
Nb13Mo25Ta28W34,13,25,28,34,436.21,176.743,98.755,64.602,64.596,64.6,110.165,263.232,290.035,0.316,2.389,0.761
Nb32Mo5Ta30W33,32,5,30,33,364.589,160.593,71.249,65.262,65.262,65.27,82.284,228.592,220.405,0.339,2.778,0.699
Nb14Mo35Ta33W18,14,35,33,18,415.786,170.38,90.217,64.739,64.741,64.739,102.057,252.182,269.778,0.322,2.471,0.735
Nb35Mo29Ta19W17,35,29,19,17,382.713,161.491,70.823,64.976,64.976,64.974,84.732,235.231,226.947,0.339,2.776,0.64
Nb24Mo26Ta29W21,24,26,29,21,392.301,164.256,79.152,64.948,64.942,64.944,91.642,240.271,243.916,0.331,2.622,0.694
Nb19Mo24Ta26W31,19,24,26,31,419.494,172.007,90.63,64.724,64.72,64.724,102.684,254.503,271.534,0.322,2.478,0.732
Nb22Mo23Ta24W31,22,23,24,31,414.667,170.876,87.823,64.758,64.758,64.758,100.165,252.139,265.357,0.325,2.517,0.72
Nb20Mo14Ta32W34,20,14,32,34,398.939,167.671,85.098,64.94,64.941,64.94,96.23,244.761,255.241,0.326,2.543,0.736
Nb23Mo9Ta33W35,23,9,33,35,386.114,165.261,80.797,65.068,65.074,65.067,91.58,238.878,243.608,0.33,2.608,0.732
Nb33Mo33Ta23W11,33,33,23,11,378.033,159.767,69.652,65.017,65.015,65.017,83.441,232.522,223.578,0.34,2.787,0.638
Nb31Mo20Ta15W34,31,20,15,34,410.029,170.212,82.926,64.78,64.78,64.781,96.158,250.151,255.708,0.33,2.601,0.692
Nb24Mo23Ta29W24,24,23,29,24,394.043,165.557,79.934,64.939,64.935,64.938,92.253,241.719,245.523,0.331,2.62,0.7
Nb23Mo32Ta32W13,23,32,32,13,388.0,163.33,77.124,64.968,64.962,64.964,89.694,238.22,239.076,0.333,2.656,0.687
Nb17Mo30Ta26W27,17,30,26,27,425.954,173.701,93.092,64.654,64.653,64.649,105.146,257.786,277.684,0.32,2.452,0.738
Nb20Mo32Ta30W18,20,32,30,18,403.044,166.945,83.746,64.84,64.841,64.843,96.114,245.645,255.073,0.327,2.556,0.709
Nb13Mo35Ta28W24,13,35,28,24,434.41,175.99,97.293,64.575,64.58,64.581,109.01,262.13,287.216,0.317,2.405,0.753
Nb29Mo29Ta8W34,29,29,8,34,433.859,177.345,91.114,64.524,64.52,64.519,104.511,262.85,276.842,0.324,2.515,0.71
Nb6Mo29Ta30W35,6,29,30,35,457.838,183.374,109.245,64.44,64.445,64.441,119.694,274.862,313.566,0.31,2.296,0.796
Nb23Mo33Ta9W35,23,33,9,35,450.562,182.16,99.593,64.374,64.375,64.374,112.242,271.627,295.961,0.318,2.42,0.742
Nb6Mo35Ta28W31,6,35,28,31,462.562,184.77,110.595,64.378,64.382,64.381,121.162,277.367,317.286,0.309,2.289,0.796
Nb35Mo30Ta19W16,35,30,19,16,382.851,161.453,70.564,64.971,64.967,64.973,84.576,235.252,226.575,0.339,2.782,0.637
Nb31Mo25Ta17W27,31,25,17,27,403.138,167.712,79.847,64.821,64.818,64.819,93.316,246.187,248.544,0.332,2.638,0.678
Nb21Mo33Ta28W18,21,33,28,18,404.935,167.385,83.783,64.808,64.813,64.813,96.377,246.568,255.803,0.327,2.558,0.705
Nb35Mo16Ta21W28,35,16,21,28,378.833,161.697,71.585,65.067,65.069,65.068,84.628,234.075,226.579,0.339,2.766,0.659
Nb32Mo13Ta29W26,32,13,29,26,366.192,158.976,69.853,65.212,65.217,65.214,81.837,228.048,219.282,0.34,2.787,0.674
Nb35Mo26Ta20W19,35,26,20,19,379.705,160.793,70.122,65.009,65.009,65.015,83.875,233.764,224.744,0.34,2.787,0.641
Nb31Mo19Ta29W21,31,19,29,21,368.187,158.571,69.659,65.169,65.172,65.165,82.085,228.443,219.914,0.34,2.783,0.665
Nb14Mo26Ta30W30,14,26,30,30,425.69,173.828,94.584,64.682,64.679,64.681,106.083,257.782,279.859,0.319,2.43,0.751
Nb32Mo16Ta26W26,32,16,26,26,374.549,160.642,71.767,65.12,65.124,65.12,84.242,231.944,225.434,0.338,2.753,0.671
Nb29Mo28Ta10W33,29,28,10,33,428.903,175.593,89.351,64.574,64.575,64.572,102.778,260.03,272.439,0.325,2.53,0.705
Nb24Mo30Ta32W14,24,30,32,14,382.928,161.369,75.584,65.017,65.019,65.018,88.125,235.222,235.024,0.333,2.669,0.682
Nb34Mo32Ta21W13,34,32,21,13,380.304,160.631,70.097,64.992,64.989,64.996,83.976,233.855,224.996,0.34,2.785,0.638
Nb34Mo21Ta35W10,34,21,35,10,339.773,151.211,59.637,65.434,65.429,65.428,71.704,214.065,193.506,0.349,2.985,0.633
Nb31Mo24Ta11W34,31,24,11,34,420.232,173.125,85.867,64.662,64.666,64.667,99.371,255.494,263.899,0.328,2.571,0.695
Nb24Mo30Ta35W11,24,30,35,11,375.523,160.044,72.984,65.083,65.081,65.086,85.341,231.87,228.046,0.336,2.717,0.677
Nb32Mo19Ta28W21,32,19,28,21,367.544,158.253,68.93,65.167,65.172,65.173,81.522,228.017,218.524,0.34,2.797,0.659
Nb27Mo21Ta29W23,27,21,29,23,381.814,161.941,75.353,65.042,65.049,65.05,87.693,235.232,234.001,0.334,2.682,0.685
Nb22Mo30Ta19W29,22,30,19,29,428.023,174.537,91.768,64.61,64.607,64.608,104.456,259.032,276.237,0.322,2.48,0.724
Nb31Mo24Ta12W33,31,24,12,33,417.215,172.189,84.804,64.691,64.689,64.693,98.299,253.864,261.186,0.329,2.583,0.692
Nb28Mo16Ta24W32,28,16,24,32,394.647,165.946,79.777,64.943,64.953,64.949,92.179,242.18,245.402,0.331,2.627,0.698
Nb19Mo23Ta29W29,19,23,29,29,410.353,169.476,87.633,64.807,64.807,64.806,99.552,249.769,263.63,0.324,2.509,0.728
Nb26Mo20Ta28W26,26,20,28,26,388.888,164.037,78.135,64.988,64.993,64.989,90.422,238.987,240.885,0.332,2.643,0.695
Nb23Mo14Ta28W35,23,14,28,35,400.683,168.027,84.32,64.916,64.922,64.915,95.936,245.579,254.648,0.327,2.56,0.725
Nb31Mo32Ta27W10,31,32,27,10,372.922,158.439,69.08,65.079,65.071,65.077,82.444,229.934,220.928,0.34,2.789,0.644
Nb24Mo18Ta23W35,24,18,23,35,411.443,170.276,86.534,64.8,64.802,64.797,98.853,250.665,262.104,0.326,2.536,0.718
Nb22Mo30Ta27W21,22,30,27,21,404.633,167.492,83.606,64.826,64.82,64.82,96.189,246.539,255.358,0.327,2.563,0.705
Nb24Mo10Ta33W33,24,10,33,33,382.027,164.17,78.961,65.099,65.099,65.095,89.836,236.789,239.252,0.332,2.636,0.725
Nb33Mo17Ta20W30,33,17,20,30,388.452,164.235,75.266,64.977,64.976,64.984,88.33,238.974,235.922,0.335,2.705,0.671
Nb17Mo18Ta34W31,17,18,34,31,403.232,168.134,86.862,64.897,64.895,64.892,98.063,246.5,259.745,0.324,2.514,0.739
Nb24Mo16Ta26W34,24,16,26,34,402.584,168.206,84.157,64.889,64.891,64.884,96.11,246.332,255.148,0.327,2.563,0.718
Nb6Mo33Ta26W35,6,33,26,35,469.833,187.214,113.55,64.331,64.332,64.331,123.944,281.42,324.231,0.308,2.271,0.804
Nb32Mo26Ta34W8,32,26,34,8,349.12,152.77,62.157,65.327,65.324,65.327,74.706,218.22,201.162,0.346,2.921,0.633
Nb34Mo32Ta15W19,34,32,15,19,397.386,165.866,75.633,64.83,64.827,64.828,89.746,243.039,239.73,0.336,2.708,0.653
Nb28Mo28Ta33W11,28,28,33,11,367.774,158.092,69.152,65.154,65.149,65.154,81.74,227.986,219.042,0.34,2.789,0.66
Nb19Mo32Ta23W26,19,32,23,26,426.933,173.99,92.375,64.625,64.622,64.627,104.777,258.304,276.892,0.321,2.465,0.73
Nb29Mo20Ta26W25,29,20,26,25,384.558,162.693,75.36,65.019,65.023,65.024,88.019,236.648,234.93,0.335,2.689,0.679
Nb20Mo18Ta30W32,20,18,30,32,404.44,168.332,85.932,64.87,64.878,64.871,97.603,247.035,258.735,0.325,2.531,0.728
Nb21Mo28Ta19W32,21,28,19,32,431.753,175.729,93.752,64.591,64.586,64.584,106.224,261.07,280.613,0.321,2.458,0.732
Nb24Mo13Ta34W29,24,13,34,29,378.748,162.651,77.298,65.113,65.12,65.12,88.413,234.683,235.647,0.333,2.654,0.715
Nb28Mo33Ta12W27,28,33,12,27,425.299,174.253,87.996,64.586,64.583,64.583,101.478,257.935,269.138,0.326,2.542,0.701
Nb35Mo26Ta10W29,35,26,10,29,409.154,169.989,79.932,64.742,64.742,64.74,93.973,249.711,250.497,0.333,2.657,0.668
Nb16Mo18Ta32W34,16,18,32,34,413.089,170.802,90.481,64.809,64.812,64.808,101.71,251.565,268.891,0.322,2.473,0.747
Nb15Mo25Ta26W34,15,25,26,34,434.659,176.38,97.403,64.605,64.606,64.604,109.06,262.473,287.377,0.318,2.407,0.754
Nb12Mo35Ta18W35,12,35,18,35,466.445,186.285,109.96,64.297,64.298,64.294,121.157,279.671,317.608,0.311,2.308,0.785
Nb27Mo20Ta26W27,27,20,26,27,391.491,164.61,78.468,64.962,64.965,64.964,90.981,240.237,242.35,0.332,2.641,0.692
Nb32Mo32Ta31W5,32,32,31,5,357.383,154.113,63.655,65.222,65.217,65.219,76.845,221.87,206.674,0.345,2.887,0.626
Nb30Mo20Ta31W19,30,20,31,19,367.493,159.012,69.483,65.177,65.17,65.175,81.781,228.506,219.194,0.34,2.794,0.667
Nb29Mo29Ta14W28,29,29,14,28,417.27,171.881,85.159,64.677,64.676,64.673,98.603,253.677,261.879,0.328,2.573,0.694
Nb10Mo34Ta23W33,10,34,23,33,461.432,184.595,108.783,64.367,64.368,64.366,119.805,276.874,314.109,0.311,2.311,0.786
Nb26Mo18Ta22W34,26,18,22,34,407.263,169.192,84.262,64.829,64.832,64.829,96.791,248.549,257.011,0.328,2.568,0.708
Nb18Mo29Ta29W24,18,29,29,24,413.304,170.004,88.464,64.76,64.761,64.766,100.519,251.104,266.056,0.323,2.498,0.727
Nb34Mo30Ta24W12,34,30,24,12,371.653,158.194,67.536,65.085,65.082,65.082,81.189,229.347,217.859,0.342,2.825,0.633
Nb29Mo15Ta34W22,29,15,34,22,360.908,157.767,69.258,65.258,65.267,65.265,80.769,225.481,216.462,0.34,2.792,0.682
Nb24Mo21Ta29W26,24,21,29,26,392.606,164.862,80.078,64.952,64.961,64.961,92.23,240.777,245.361,0.33,2.611,0.703
Nb33Mo28Ta8W31,33,28,8,31,420.759,173.464,84.634,64.632,64.629,64.627,98.549,255.896,262.012,0.329,2.597,0.684
Nb32Mo15Ta33W20,32,15,33,20,353.481,155.652,65.668,65.322,65.323,65.33,77.417,221.595,208.027,0.344,2.862,0.664
Nb20Mo27Ta26W27,20,27,26,27,415.23,170.745,88.519,64.746,64.746,64.746,100.753,252.24,266.744,0.324,2.504,0.724
Nb21Mo34Ta35W10,21,34,35,10,383.867,161.204,76.558,65.005,65.0,65.005,88.978,235.425,237.067,0.332,2.646,0.688
Nb20Mo29Ta25W26,20,29,25,26,417.766,171.348,89.146,64.713,64.715,64.712,101.5,253.487,268.644,0.323,2.497,0.724
Nb26Mo34Ta19W21,26,34,19,21,413.607,170.268,84.639,64.709,64.709,64.707,97.911,251.381,259.98,0.328,2.567,0.696
Nb35Mo34Ta13W18,35,34,13,18,398.954,166.464,75.626,64.795,64.799,64.799,89.894,243.96,240.181,0.336,2.714,0.651
Nb30Mo33Ta25W12,30,33,25,12,382.411,160.998,72.403,64.986,64.985,64.989,85.878,234.802,229.639,0.337,2.734,0.654
Nb30Mo15Ta30W25,30,15,30,25,369.612,159.658,71.305,65.175,65.179,65.178,83.287,229.643,222.913,0.338,2.757,0.679
Nb32Mo32Ta18W18,32,32,18,18,395.572,165.165,75.963,64.853,64.853,64.857,89.802,241.967,239.747,0.335,2.694,0.659
Nb33Mo22Ta20W25,33,22,20,25,387.823,163.482,74.295,64.969,64.965,64.962,87.671,238.262,234.278,0.336,2.718,0.662
Nb10Mo31Ta35W24,10,31,35,24,425.419,173.43,95.538,64.685,64.681,64.686,106.742,257.427,281.341,0.318,2.412,0.758
Nb19Mo29Ta34W18,19,29,34,18,394.424,164.65,81.589,64.931,64.93,64.928,93.598,241.241,248.638,0.328,2.577,0.71
Nb28Mo30Ta30W12,28,30,30,12,374.81,159.111,71.247,65.078,65.08,65.08,84.163,231.01,225.147,0.338,2.745,0.661
Nb35Mo35Ta23W7,35,35,23,7,371.648,158.188,66.309,65.048,65.056,65.065,80.313,229.341,215.753,0.343,2.856,0.621
Nb23Mo30Ta13W34,23,30,13,34,440.996,178.885,96.184,64.484,64.482,64.482,108.887,266.255,287.472,0.32,2.445,0.734
Nb35Mo26Ta29W10,35,26,29,10,353.576,153.571,62.077,65.273,65.267,65.263,75.212,220.239,202.577,0.347,2.928,0.621
Nb34Mo20Ta30W16,34,20,30,16,354.74,154.84,64.005,65.283,65.284,65.284,76.571,221.473,205.975,0.345,2.892,0.64
Nb33Mo25Ta15W27,33,25,15,27,401.654,167.311,78.369,64.824,64.82,64.821,92.113,245.425,245.611,0.333,2.664,0.669
Nb25Mo27Ta19W29,25,27,19,29,417.645,171.667,87.164,64.7,64.701,64.701,100.077,253.66,265.336,0.326,2.535,0.709
Nb17Mo31Ta25W27,17,31,25,27,428.818,174.487,93.991,64.625,64.62,64.623,106.101,259.264,280.095,0.32,2.444,0.739
Nb25Mo27Ta15W33,25,27,15,33,429.045,175.235,91.137,64.598,64.592,64.595,104.081,259.838,275.462,0.323,2.497,0.718
Nb21Mo29Ta27W23,21,29,27,23,408.486,168.647,85.543,64.796,64.795,64.795,97.958,248.594,259.755,0.326,2.538,0.713
Nb18Mo24Ta29W29,18,24,29,29,414.169,170.441,89.203,64.774,64.773,64.775,101.091,251.684,267.464,0.323,2.49,0.732
Nb12Mo33Ta21W34,12,33,21,34,459.889,184.097,107.449,64.372,64.374,64.371,118.743,276.027,311.553,0.312,2.325,0.779
Nb26Mo35Ta16W23,26,35,16,23,421.377,172.597,87.165,64.63,64.626,64.625,100.537,255.523,266.64,0.326,2.542,0.701
Nb23Mo20Ta34W23,23,20,34,23,381.167,162.111,77.093,65.074,65.07,65.071,88.76,235.129,236.518,0.332,2.649,0.704
Nb28Mo27Ta30W15,28,27,30,15,374.885,159.416,71.789,65.089,65.088,65.088,84.506,231.239,225.989,0.337,2.736,0.666
Nb24Mo22Ta20W34,24,22,20,34,419.041,172.325,88.592,64.714,64.712,64.708,101.173,254.564,268.013,0.325,2.516,0.718
Nb35Mo11Ta22W32,35,11,22,32,377.107,161.971,71.975,65.109,65.108,65.108,84.584,233.683,226.431,0.339,2.763,0.669
Nb17Mo20Ta32W31,17,20,32,31,408.905,169.452,88.435,64.836,64.837,64.834,99.856,249.269,264.278,0.323,2.496,0.739
Nb22Mo30Ta23W25,22,30,23,25,416.465,171.004,87.677,64.712,64.715,64.716,100.342,252.824,265.855,0.325,2.52,0.714
Nb13Mo26Ta28W33,13,26,28,33,435.717,176.689,98.513,64.596,64.597,64.602,109.928,263.032,289.461,0.317,2.393,0.761
Nb27Mo18Ta21W34,27,18,21,34,406.676,169.033,83.639,64.831,64.834,64.83,96.294,248.247,255.806,0.328,2.578,0.704
Nb24Mo22Ta22W32,24,22,22,32,413.348,170.595,86.681,64.766,64.769,64.759,99.215,251.513,263.056,0.326,2.535,0.714
Nb13Mo25Ta35W27,13,25,35,27,414.247,170.439,91.061,64.787,64.788,64.784,102.356,251.708,270.414,0.321,2.459,0.747
Nb31Mo11Ta33W25,31,11,33,25,357.734,157.713,68.279,65.303,65.302,65.309,79.588,224.387,213.519,0.341,2.819,0.683
Nb21Mo23Ta31W25,21,23,31,25,397.099,165.887,82.438,64.921,64.918,64.919,94.415,242.958,250.762,0.328,2.573,0.713
Nb34Mo16Ta22W28,34,16,22,28,379.196,161.789,72.096,65.068,65.068,65.064,85.029,234.258,227.555,0.338,2.755,0.663
Nb33Mo20Ta12W35,33,20,12,35,411.519,170.748,82.409,64.756,64.757,64.756,95.954,251.005,255.328,0.33,2.616,0.685
Nb21Mo32Ta18W29,21,32,18,29,433.766,176.285,94.052,64.55,64.549,64.552,106.67,262.112,281.785,0.321,2.457,0.731
Nb32Mo33Ta19W16,32,33,19,16,393.026,164.232,74.977,64.877,64.876,64.878,88.854,240.497,237.334,0.336,2.707,0.655
Nb26Mo32Ta27W15,26,32,27,15,390.515,163.418,76.976,64.934,64.928,64.931,89.982,239.117,239.859,0.333,2.657,0.678
Nb35Mo29Ta30W6,35,29,30,6,350.373,152.414,60.789,65.288,65.292,65.288,73.974,218.401,199.409,0.348,2.952,0.614
Nb25Mo16Ta31W28,25,16,31,28,383.724,163.249,77.69,65.055,65.057,65.055,89.402,236.74,238.218,0.332,2.648,0.705
